busiNo,compNm,Q,A
1238126054,서호전기(주),인사 제도에 대해 알 수 있나요?,승진제도에 대해 승진은 1년에 한 번 평가를 통해 진행되고 있습니다.
1238126054,서호전기(주),신입사원의 육성방법이 어떻게 이루어지고 있나요?,신입사원의 경우 6개월간의 수습기간 동안 사수를 통해 신입 교육을 실시합니다.
1238126054,서호전기(주),회사의 주요 복리후생은 어떤 것들이 있나요?,"급여 이외의 식비가 제공됩니다. 회사에서 지정한 몇 개의 식당이 있어 취향에 따라 식사가 가능합니다. 4대 보험 및 인센티브, 장기 근속자(10년 근무 시)에 대한 포상이 있으며 회사 내의 체육시설(탁구장, 헬스장)이 있어 휴게실로 사용이 가능합니다. 또한 각종 경조사에 대한 지원금이 제공됩니다."
1238126054,서호전기(주),기업의 전반적인 근무 환경(조직문화 및 근무 분위기)은 어떻다고 생각하시나요?,"전반적으로 화합을 중시하는 분위기입니다. 근무 시간은 주 52시간 제도를 지키기 위해 정시 퇴근, 주 5일 근무를 지키고 있습니다. 또한 직원의 연차 사용을 권장하며 국가 기준을 지키고 있습니다. 회식 문화는 부서 별로 달에 한 번 정도 재량으로 진행하고 있으며 년에 한 번 혹은 두 번 정도 전체 회식을 가지고 있습니다. 회식 내에 음주를 권하는 분위기가 아닌 자율적인 분위기입니다. 회의 또한 각 부서별로 주 1회 재량으로 진행하고 있습니다."
1238126054,서호전기(주),우리 회사만의 차별화 된 강점 등 강조하고 싶은 점이 있으신가요?,"1980년도부터 2002년도까지 상장기업으로서 지정되었습니다. 또한 2002년부터 사업 분야에 관한 특허를 꾸준하게 취득하였으며 중국, 일본, 싱가폴 등의 다양한 해외 협력 업체를 가지고 있습니다."
1238126054,서호전기(주),회사에 관심 있는 청년들에게 전하고 싶은 말이나 당부사항이 있나요?,신입직원이 가장 갖춰야 할 덕목은 협력에 대해 긍정적인 인성이라고 생각합니다. 회사의 인재상에 부합하는 것도 중요하지만 업무를 지속하는 끈기와 어려움을 이겨내는 인내를 가지는 것이 가장 중요하다고 생각합니다. 그 다음으로는 전문성입니다. 기업 제품에 대한 개념을 이해하고 있으며 공대학과를 졸업한 학생의 경우 실무 면접에서 본인의 프로젝트에 대해 제대로 이해를 하고 있어야 합니다.
1238126054,서호전기(주),,동 탐방기는 청년친화강소기업 서포터즈가 기업 방문 후 작성한 내용입니다.
1238187177,(주)바이오노트,1. 회사의 주력 분야 등 간단한 회사 소개를 해주세요.,당사는 동물용 진단키트 제조를 시작하여 현재는 인체용 진단키트까지 제조하고 있습니다. 현장에서 신속하게 질병을 진단할 수 있는 기술이 있으며 메르스 코로나 진단키트의 경우에는 OIE에 자사 제품이 표준으로 등록되어 있습니다. 최근에는 코로나-19를 신속하게 진단할 수 있는 진단키트를 개발하여 전 세계에 수출하고 있습니다.
1238187177,(주)바이오노트,2. 다른 기업과 비교했을 때 차별성이나 장점은 무엇인가요?,자사 급여의 경우 대졸 초임을 높게 책정하여 신입사원들에게 높은 기본급을 지급하고 있습니다.
1238187177,(주)바이오노트,3. 신입사원 육성방법 또는 인재육성 로드맵이 있나요?,신입사원 입사 후 내부기관 및 외부기관 위탁 의뢰합니다.
1238187177,(주)바이오노트,4. 주요 복리후생은 어떻게 되나요?,"주요 복리후생은 1년 이상 근무자 휴가비 지원, 중식과 석식 운영, 장기근속 포상, 통근버스 지원, 동호회 지원, 직원 개인 교육비 지원 등이 있습니다."
1238187177,(주)바이오노트,5. 기업의 전반적인 근무 환경(조직 문화 및 근무 분위기)은 어떻다고 생각하시나요?,"기업의 전반적인 근무환경은 회식이 잦지 않고, 연차 사용이 자유롭습니다."
1238187177,(주)바이오노트,6. 회사에서 선호하는 인재상은 어떻게 되나요?,"올바른 가치관으로 열린 사고를 하는 인재를 선호합니다. 또한, 열정적으로 실행력을 갖춘 인재였으면 합니다."
1238187177,(주)바이오노트,7. 회사의 채용절차는 어떻게 되나요?,"서류전형> 1차 면접전형> 인·적성검사 > 최종 면접전형
서류전형 시 신입의 경우에는 공인 어학 점수 및 대학 활동 사항을 검토하며, 경력의 경우에는 지원자의 경력 사항을 중점적으로 검토합니다."
1238187177,(주)바이오노트,8. 면접은 어떤 방식으로 진행되나요?,면접은 2차례로 진행되며 다대다 면접으로 진행됩니다. 시간은 약 15~20분 정도 소요되며 서류 전형에서 중점적으로 보는 부분을 중점적으로 확인하는 질문을 하고 있습니다.
1238187177,(주)바이오노트,9. 외국어 면접도 진행하시나요?,"모든 직무로 면접을 진행하고 있지 않으며, 외국어가 필요한 직무의 경우에 외국어 면접을 합니다."
1238187177,(주)바이오노트,10. 면접에서 중점적으로 보는 사항이 있으신가요?,면접을 보다 보면 두 부류로 나뉘는 것 같습니다. 일할 때 태도의 차이인데요. 수동적이고 피동적인 태도를 취하는 경우에는 일의 적응도도 낮고 퇴사를 하는 경우가 많습니다. 반대로 적극적이고 능동적인 자세를 가진 지원자의 경우에는 업무에서도 그렇고 회사 적응이 빠르며 오랫동안 업무를 지속합니다.
1238187177,(주)바이오노트,11. 적극적이고 능동적인 자세는 어떻게 어필할 수 있을까요?,"경험을 설명할 때에 어떤 역할을 했는지 설명할 수 있었으면 합니다. 임무에 따라 리더 역할과 보조 역할을 할 수는 있지만, 주최자의 입장에서 행사 기획 등 적극적으로 참여한 경험이 좋습니다. 예를 들어 국토대장정의 경험이 있더라도 진행자 입장이 아닌 단지 참여만 하였다면 적극적인 지원자로 보기는 어려울 것 같습니다."
1238187177,(주)바이오노트,12. 기업 정보와 직무는 어느 정도 파악하는 것이 좋을까요?,"기업 정보를 구체적으로 깊이 있게 질문하지는 않고, 직무에 대한 이해는 지원자들을 볼 때 대체로 비슷한 수준인 것 같습니다. 다만, 전공 지식의 비중이 다소 높다고 보시면 좋을 것 같습니다."
1238187177,(주)바이오노트,13. 기업에 입사하려는 청년들에게 인사담당자로서 하고 싶은 말은?,"신입의 경우 능력의 차이는 크지 않습니다. 사소해 보일지라도 회의 시간에 메모지를 가져와서 적고, 하나라도 더 배우려는 자세가 더 중요합니다. 평소에 그러한 태도와 자세를 갖추고 있다면 면접에서 좋은 결과가 있을 것입니다."
1238187177,(주)바이오노트,,"동 탐방기는 청년친화강소기업 서포터즈가 기업 방문 후 작성한 내용입니다. 

수정사항이 있을시 2020yfsg@keis.or.kr 로 문의부탁드립니다."
1248602593,(주)빅솔론,쉽지 않은 부탁임에도 인터뷰에 흔쾌히 응해 주셔서 정말 감사합니다. 먼저 회사의 주력 분야와 관련된 간단한 회사 소개 부탁드리겠습니다.,"㈜빅솔론은 삼성전자㈜에서 설계하고 삼성전기㈜에서 제조·판매하던 미니프린터 사업 부문이 2002년 종업원 지주회사 형태로 분사하여 설립된 회사입니다. 이에 모태 회사는 삼성전자입니다. 삼성전자와 삼성전기에서 분리되어 나왔기에 회사 내에는 삼성전자에서 오신 분도 계시고 삼성전기에서 오신 분들도 계십니다.
조금 더 자세히 말씀드리자면 2002년, 삼성은 수익성을 포함한 여러 이슈로 OA프린터 사업만 유지하고 영수증프린터 분야는 매각하였습니다. 이렇게 분리된 영수증 프린터 사업부는 2002년 11월 KPS(Korea Printing System)라는 회사를 설립합니다. 당시 KPS의 영수증 프린터 사업부의 가치는 약 2~30억에 불과했습니다만 이후 빠르게 성장하여 2007년엔 400억의 매출을 기록하였고 2013년에는 840억 원의 매출을 기록하였습니다.
KPS는 수원 영통에서 시작하였으며 판교로 이전을 한 것은 판교 테크노밸리가 만들어진 2009년입니다.
빅솔론에서 다루는 프린터 종류로는 포스 프린터, 모바일 프린터, 라벨 프린터가 있는데 분야별로 세계 마켓 셰어가 다릅니다. 포스 프린터의 경우 세계 2위권, 모바일 프린터는 세계 1위권을 유지 중입니다. 모바일 프린터의 1위 기록은 3년 연속 유지하고 있습니다. 라벨 프린터는 기술 집약적인 프린터인데 라벨 프린터 사업의 경우 선진 회사인 지브라와 같은 기업을 벤치마킹하며 성장하고 있습니다만 아직 마켓 셰어가 1%가 채 되지 않습니다. 전체 비율로 따졌을 때 세계 마켓 시장에서 1% 미만의 점유율은 작은 비율이라 여길 수 있지만 그럼에도 불구하고 이 라벨 시장에서 빅솔론이 가져오는 매출은 무려 200억에 달합니다. 이 시장에서의 점유율을 약 5%까지 늘린다 하면 매출이 1,000억 이상이 되겠죠. 엄청난 발전입니다. 현재 저희는 1,000억 대 매출을 목표로 세우고 영업을 하고 있습니다.
빅솔론의 경우 독일과 미국에 해외 법인이 있습니다. 이 법인을 통해 미주나 유럽 시장을 공략합니다. 이 외 동남아나 아프리카와 중동 같은, 해외 법인이 없는 지역의 경우 본사에서 직접 컨트롤합니다.
현재 포스 시장의 경우 영수증 출력 건수를 줄이기 위해 노력 중입니다. 영수증 용지 중 블랙 잉크가 들어가는 출력물엔 인체에 유해한 비스페놀이 들어가 있기 때문입니다. 그러나 아직까지는 영수증이 필요한 분야가 있습니다. 증빙용 영수증이 이에 해당합니다. 용지를 만드는 회사의 경우 매출이 떨어질 수 있지만 영수증 프린터의 경우는 조금 다릅니다. 고객들 중 한 명이라도 영수증을 증빙용으로 요청한다면 기업에서는 이 요청을 충족시킬 만한 프린터가 한 대는 있어야 합니다. 영수증 발행 수가 줄어든다고 영수증 프린터의 수요가 없어지는 것은 아니죠. 그러나 이는 당장의 이야기는 아닙니다. 아직까지 영수증 프린터 시장은 꾸준히 발전하고 있습니다. 만약 영수증 프린터 시장이 저문다 하더라도 저희에게는 라벨 시장이 있습니다. 저희는 지금은 라벨 시장에 집중적으로 투자하고 있습니다. 아직 전 세계 라벨 시장에서"
1248602593,(주)빅솔론,회사의 장기적인 목표나 경영 철학은 무엇인가요?,"우리 회사의 경영 철학은 3F입니다. 3F란 Flexible, Friendly, Fast인데 그중에서 저희는 Fast를가장 강조합니다. B2B 기업은 입찰을 한 뒤 수주를 하는 것이 보통인데 그 과정에서 고객은 납기를 가장 중요시합니다. 입찰에 참여한 기업들의 제품 성능과 스펙이 유사하다는 전제하에 말입니다. 여기서 고객이 가장 중요하게 여기는 것이 납기입니다. 빅솔론의 경우 고객의 빠른 납기 요구를 충족시키기 위해 여러 노력을 하고 있는데 그러한 노력 중 가장 차별화되는 점이라 한다면 매출 대비 높은 재고금액입니다. 저희는 재고금액을 매출의 약 15% 수준에 맞추고 있습니다. 고객이 제품을 수주했을 때 바로 생산할 수 있게 하기 위해서 재고금액을 높게 잡습니다. 빅솔론이 프린터 시장에서, 메이저 기업인 엡손과 지브라 그리고 중국의 저가 제품들 사이에서 살아남을 수 있던 비결이 바로 빠른 납기입니다.
저희의 장기적인 목표는 편의성과 이동성이 부각된 mPOS 제품을 개발하는 것입니다. 예전엔 POS와 모바일이 뚜렷하게 나뉘었는데 지금은 그렇지 않습니다. 최근에는 포스와 모바일이 결합된 mPOS가 많이 활성화되고 있습니다. 저희는 이 mPOS 쪽을 많이 개발하려고 합니다. 또 라벨 제품 개발에도 집중하고 있습니다. 과거엔 라벨 제품이 많지 않았으나 최근 요즘은 가격대별로 다변화되는 중입니다. 라벨용 프린터 시장도 다변화되고 있습니다. 라벨 프린터 제품도 과거에는 용지별로 2인치, 4인치, 모델별로 트랜스퍼 타입과 다이렉트 타입 이렇게 4가지밖에 없었으나 최근엔 저가, 중저가, 고가, 하이엔드 같은 식으로 시장이 넓어지고 있습니다. 빅솔론에선 최근에 라벨 프린터 분야에서 가장 하이엔드급인 산업용 라벨 프린터를 개발하였습니다. 국내 동종 업체에서 많이 실패한 분야인데 빅솔론에선 개발에 성공하였습니다. 정리하자면 빅솔론에선 모바일 포스기와 라벨 프린터 산업 쪽으로 방향을 정하는 중입니다."
1248602593,(주)빅솔론,타사와 비교했을 때 귀사의 장점은 무엇인가요?,"단가 경쟁력은 엡손, 지브라와 같은 선진사에 비해 우위에 있습니다. 기술력은 저가 제품을 제공하는 기업들에 비해 우위에 있습니다. 빅솔론의 특징이자 장점이라 하면 제품을 국내에서 생산, 판매하므로 국내에서 이슈화되는 문제에 대해서 피드백이 빠릅니다. 선진사의 경우에는 해외에서 생산을 하기 때문에 국내에서 발생하는 문제에 대해 해결 속도가 비교적 느린 편인데 우리 회사의 경우 국내에서 문제를 해결하다 보니 고객이 요구하는 문제에 대한 처리 속도가 빠릅니다. 물론 고객의 입장에서 판단하기도 쉽고 사전에 고객의 불만도 빠르게 파악이 가능합니다."
1248602593,(주)빅솔론,"제가 찾아본 바로는 빅솔론은 AS에서 또한 차별화가 된다 하였습니다. 타사와 비교되는, 더욱 적극적인 AS가 가능하다는 말인데 실제로도 그런가요?","그렇지는 않습니다. 이 AS 부분에서는 타사도 우리 회사와 거의 동일하게 갑니다. 차별화되는 점이라면 앞서 말했듯이 품질 이슈에 대해 빠른 대응이 가능하다는 점입니다.
2번 질문에 대한 답변에서 이미 나온 말이지만 빅솔론은 타사에 비해 재고 금액을 많이 배분하고 있습니다. 국내 동종 업계보다 약 10배 이상의 재고금액을 배분하고 있는데 이 말은 고객의 요구가 들어왔을 때 단기간에 많은 빠른 생산과 수리가 가능하다는 말입니다. 다시 말하자면 고객의 요구에 빠르게 대응할 수 있다는 겁니다.
일반적인 중소, 중견기업과 비교해보겠습니다. 중소, 중견기업 중에는 대기업의 1차 벤더, 2차 벤더를 담당하는 업체가 많습니다. 이 회사들이 판매하는 제품은 대기업이 생산하는 제품에 들어가는 일부 부품들이지 그 회사의 이름을 걸고 내놓는 완제품은 아닙니다. 따라서 이 브랜드들은 대기업의 매출에 따라 매출의 등락이 심합니다. 그러나 빅솔론이 다루는 제품들은 완제품입니다. 그렇기에 회사의 매출이 외부 요인에 대해 상대적으로 덜 민감한 편입니다. 이는 다시 말하면 안정적으로 지속, 성장 가능한 회사라고 볼 수 있습니다. 또 저희는 코스닥에 상장이 되어있기 때문에 공시된 재무제표를 보면 안정적이라는 것을 확인할 수 있습니다."
1248602593,(주)빅솔론,회사의 채용절차 및 선호하는 인재상은 어떻게 되나요?,"회사 각 부서에서 필요한 티오가 발생했을 때 채용 공고를 냅니다. 이후 서류 접수를 받고 서류에서 통과한 인원들에 대해서 필기 및 실기 시험을 진행합니다. 각 업무에서 필요한 업무 환경에 따라 시험을 보게 됩니다. 이후 1차 면접을 진행합니다. 1차 면접은 실무자 면접입니다. 임원들이 아닌 각 부서의 실무자들이 면접을 진행하는데 이 실무자 면접은 해당 업무 분야에 대해 지원자가 가지고 있는 역량을 파악하기 위한 것이기에 합격 불합격이 없습니다. 실무자들이 질문자들에게 여러 질문을 던져 지원자가 가지고 있는 성취도를 평가하고 2차 면접인 임원 면접에 대해 조언을 하는 식으로 진행됩니다. 예를 들어 ‘해당 지원자가 어떠한 특성이 있다’는 식으로요. 최종 결과는 2차 면접에서 결정이 납니다.
필기시험에선 인적성 검사는 없습니다. 면접에서 모든 것이 판정이 되기 때문에 인적성 검사는 따로 치르지 않습니다. 기본적으로 필기시험에서 합격이 된다 하면 1차 면접보다는 2차 면접이 가중치가 더 높습니다. 보통 임원 면접에서 결과가 나오게 됩니다."
1248602593,(주)빅솔론,그러면 아까 말씀하셨던 필기 및 실기 시험에 대해 조금만 더 자세히 말씀해주실 수 있을까요?,"실무자가 현업에서 필요한 분야에 대해 문제를 냅니다. 시험을 볼 때도 있고 각 부서별로 특성에 맞는 문제를 제출해서 시험을 볼 때도 있습니다. 지원 부서의 경우 시험 없이 서류로 대체될 수 있습니다. 개발 부서의 경우에도 시험이 없는 경우가 있습니다. 보통 채용할 때 신입보다는 경력직 위주로 뽑기 때문에 그 분야 경력이 인정이 되면 시험을 치르지 않기도 합니다. 
완전 신입을 뽑을 때는 보통 전공을 위주로 봅니다. 또 추가로 시험을 보는데 이 시험은 성취도를 파악하기 위한 것입니다."
1248602593,(주)빅솔론,필기와 실기 시험을 모두 보는 경우도 있나요?,"네 그렇습니다. 필기와 실기시험 모두 보는 경우도 있고 종종 필기시험을 건너뛰는 경우도 있습니다. 지원하는 직종에 따라, 지원자의 경력에 따라 달라지기도 합니다. 시험이 없는 경우 서류 심사 후 바로 면접을 보게 됩니다. 1차 면접을 치른 뒤 지원자의 성취도를 구두로 파악을 하고 2차 면접으로 넘어가게 됩니다."
1248602593,(주)빅솔론,실기 시험에 대해서도 말씀해주실 수 있을까요?,"부서별로 경향성이 다릅니다. 구매 부서의 경우 구매 업무 루트나 통관, 수출입에 대해 지식이 있는지에 대해 다루기도 합니다. 개발 쪽에서는 설계 능력, 도면 해석, 3D 모델링 등을 심사합니다."
1248602593,(주)빅솔론,신입 평균 급여 수준 및 인사 제도 현황에 대해 알 수 있을까요?,"사원에서 주임, 대리, 과장, 차장, 부장, 팀장, 임원 순으로 진급을 하게 됩니다. 사원의 평균 급여는 약 3,500만 원 선입니다. 3년 차쯤 되면 주임이 됩니다. 주임의 평균 급여는 3천만 원 후반대가 됩니다. 입사 5년 차가 되면 보통 대리에서 과장 초반이 되는데 이 정도면 4천 초반입니다. 상여금은 월급의 250%로 연봉 외에 별도로 지급됩니다. 
저희는 매년 초에 경영 계획을 작성하고 연말에 계획 달성률을 평가합니다. 이 평가는 인사고과에 반영됩니다. 직원들의 승진은 이 인사 고과를 기반으로 이루어집니다."
1248602593,(주)빅솔론,신입사원 육성 방법 또는 인재 육성 로드맵이 있나요?,"신입사원을 뽑으면 처음에 각 부서별로 돌아가면서 4~5일간 신입사원 교육을 진행합니다. 그 신입사원이 특정 부서에 배정을 받더라도 모든 부서의 교육 담당자가 신입 사원에게 오리엔테이션을 제공합니다. 각 부서의 특성과 회사의 빠른 적응을 위해 각 부서가 하는 업무에 대해 안내를 해줍니다. 신입사원 교육이 끝나면 충주에 위치한 빅솔론의 자회사인 생산법인 ㈜에버린트에 방문합니다. 개발은 빅솔론에서 진행하지만 생산은 에버린트에서 하기 때문에 생산 과정을 파악하기 위해서는 에버린트에 방문하여 직접 경험을 해 보아야 합니다. 또 자사 제품에 대한 이해도를 높이기 위해서 제조 공정에 일주일간 투입을 시킵니다.
직원이 희망하는 경우 회사에서 외부 교육을 지원하기도 합니다. 외부 교육은 중소기업진흥공단, KOTRA 등에서 진행하는 실무 업무에 해당하는 교육을 요청하면 회사 차원에서 비용을 지원하여 교육을 보내주기도 합니다. 
내부적으로는 ISO라는 품질관리 시스템을 의무적으로 하게 되어있습니다. ISO 교육 이수 여부도 평가 항목이기에 교육은 언제든지 받을 수 있게 지원하고 있습니다."
1248602593,(주)빅솔론,주요 복리후생은 어떻게 되나요?,"빅솔론은 삼성전자, 삼성전기에서 분사된 회사이기에 삼성의 복리후생 제도를 대부분 따왔습니다. 기본적으로 식비는 지원해주고요, 직원 자기 계발을 위해 월 10만 원 선에서 어학비도 지원합니다. 저희는 장기근속 포상은 따로 존재하지는 않습니다. 예전엔 있었으나 지금은 없습니다. 복지시설 같은 경우 카페테리아가 있습니다. 운동 시설은 판교에는 없으나 충주에 위치한 에버린트에는 설치를 해 두었습니다. 식사는 구내식당을 이용하고 있습니다. 동호회는 축구 동호회도 있고 농구 동호회도 있습니다. 기숙사는 제공하지 않습니다.
의료복지 같은 경우 연 250만 원까지 지원을 합니다. 예를 들어 의료비가 5,000만 원이 나왔는데 자기 부담 비용이 500만 원 이 나왔다 한다면 그 500만 원 중 250만 원을 지원해 주는 식입니다. 저희는 내부적으로 경조사 비용도 지원하고 있는데요, 직원들의 사망, 친인척의 사망에 대해서 지원을 합니다. 경사에 대해서는 직원들이 결혼하는 경우 300만 원, 사내 결혼을 한다면 600만 원을 지원합니다. 부모의 상이나 칠순, 자녀의 학비도 대학까지 지원합니다."
1248602593,(주)빅솔론,성과급 제도에 대해서 안내 가능할까요?,성과급 있습니다. 연봉 외에 별도로 지급을 합니다. 상여금 외에 성과급만 따졌을 때 보통 월급의 250%~500%를 지급합니다
1248602593,(주)빅솔론,기업의 전반적인 근무 환경(조직 문화 및 근무 분위기)은 어떻다고 생각하시나요?,"판교에 있는 빅솔론은 R&D 회사입니다. R&D 회사의 특성상 잔업을 강요하지 않습니다. 오히려 퇴근을 종용합니다. 그러나 본인의 업무가 남아있다면 본인이 알아서 잔업을 하는 경우가 있습니다. 개발 업무라는 것은 시간제한이 있는데 이 데드라인을 맞추기 위해서 종종 초과 근무를 하기도 합니다. 물론 연장근무수당을 제공합니다. 야간근무는 없습니다.
연차 사용은 비교적 자유롭습니다. 오히려 연차가 남아있는 직원에게는 강제로 연차를 사용하게 만들기도 합니다.
저희는 회식을 따로 하지 않습니다. 정해진 건 없고 직원들이 원하는 경우에만 합니다.
1년에 두번 야유회를 갑니다. 봄에 한번, 가을에 한번 총 두 번입니다.
창립기념일에는 휴무입니다. 조직에 젊은 사람들이 많아서인지 조직 문화가 상당히 젊습니다."
1248602593,(주)빅솔론,출퇴근 시간은 어떻게 되나요?,"정해져 있습니다. 오전 8시 30분 출근, 오후 5시 30분 퇴근입니다. 오후 5시 30분에 퇴근하더라도 저녁을 먹고 갈 수 있습니다. 점심시간은 11시 50분부터 12시 50분까지 1시간입니다."
1248602593,(주)빅솔론,"우리 회사만의 차별화된 강점, 장점 등 강조하고 싶은 점이 있으신가요?","차별화된 강점이라면, 저희는 국내 시장에서 70%의 점유율을 달성하였습니다. 글로벌 시장이 아닌 국내 시장만을 보았을 때 빅솔론이 국내 소형 프린터 시장을 독과점하는 형태가 되었습니다. 내수 시장에서 점유율이 높다는 것은 그만큼 기업이 안정적이라는 것을 말합니다. 또 자금력이 타사 대비 월등히 높습니다. 저희의 연 매출이 약 7~800억인데 유보 자금은 1,000억이 넘습니다. 빅솔론의 자금이 많은 것은 우리가 R&D를 하지 않았다는 말이 아닙니다. R&D 비용을 상회하는 매출이 나와 유보자금이 쌓인 것이라 볼 수 있습니다. 간단히 말해 R&D 비용 대비 매출이 상당히 높았다는 말입니다. 유보 자금이 많다는 것은 재무적으로 안정적이라는 말입니다. 또 유보 자금이 많으면 언제든지 다른 분야를 찾아 투자하고 사업 확장을 할 수도 있습니다. 만약 프린터 시장이 악화된다면 이 자금을 이용하여 다른 사업 분야를 공략할 수도 있습니다. 모든 가능성이 열려 있는 회사입니다."
1248602593,(주)빅솔론,회사에 관심 있는 청년들에게 전하고 싶은 말이나 당부사항이 있나요?,"재작년까지 빅솔론 직원이 8~90명 수준이었습니다. 지금은 110명이 넘어요. 불과 2년 만에 약 30명 가까이 채용을 했습니다. 이런 회사들이 적지 않습니다. 그런데 우리 학생들이 미디어에 나오는, 노출이 잦은 회사들에만 관심을 갖다보니 빅솔론과 같은 중견 기업에 대해 잘 모릅니다. 학생들은 ‘대기업에 들어가야 성공한다, 인생의 성공은 대기업에서 이루어진다’라고만 생각하고 있어요. 이러한 생각 때문인지 학생들이 이러한 기업에 지원을 잘 하려고 하지 않습니다. 이에 저희는 대기업 채용 시점에 공개채용을 하지 않습니다.
그런데 아까 말했듯이 빅솔론은 800억이 넘는 매출을 80명이 내고 있었습니다. 이런 수익구조는 대기업도 내기 힘듭니다. 이런 수익을 내는 기업이 우리 기업밖에 없는 것이 아닙니다. 생각보다 많아요. 찾아보면 중견기업 중에서도 상당히 많습니다. 여기 판교 주위에 있는 회사들 중에서도 많을 겁니다. 
학생들에게 드리고 싶은 말은 내가 갈 수 있고 나를 원하는 기업을 찾는 것이 중요하다는 것입니다. 대기업은 로테이션이 빠릅니다. 근속연수가 길지 않다는 말입니다. 또 진급을 위해선 진급 시험을 봐야 하고 이리저리 치이는 일이 많습니다만 중견기업은 그렇지 않습니다. 중견기업에서는 특별히 큰일이 있지 않는 한 무탈하게 정년까지 이어갈 수 있습니다."
1248602593,(주)빅솔론,이러한 기업에 입사하기 위한 스펙은 무엇이 있을까요?,"대기업의 스펙이라는 것은 너무 많은 사람이 지원을 하다 보니 고르기 위해 만들어진 일종의 기준점일 뿐입니다. 그러나 중견기업 같은 경우에는 1인이 여러 업무를 봐야 하므로 조금은 다른 스펙을 요구합니다. 중소, 중견기업에서의 가장 고스펙은 한 명이 상충되는 여러 능력을 보유하는 것입니다. 예를 들어 기술직인데 중국어를 구사할 줄 안다던가, 회계를 할 줄 안다던가 하는 식입니다. 우리도 지금 개발자를 뽑는데 소프트웨어 관련 지식이 있으면서 중국어도 필요하고 기구에 대한 지식도 필요합니다. 이런 식으로 각 분야에 크로스오버 된 지식이 있다면 그게 진짜 고스펙입니다. 이런 류의 스펙이 현장에서 바로 사용할 수 있는 스펙입니다. 토익 점수 같은 것이 중요한 게 아닙니다. 이러한 스펙은 사람을 추려내기 위한 것이지 업무에 직접적으로 필요한 것은 아닙니다."
1248602593,(주)빅솔론,그러면 기업에서 인재를 채용할 때 그러한 실무적인 능력을 판단할 수 있는 근거가 무엇이 있나요?,경력이죠. 서류상의 경력입니다. 저희가 시험도 보긴 하는데 경력이 있다면 시험에서는 손쉽게 통과를 합니다.
1248602593,(주)빅솔론,이러한 기업에 학생들이 취업을 하기 위한 다른 방법은 없을까요?,경력을 쌓으면 됩니다. 학생들은 토익과 같은 스펙을 쌓아 취직하고자 합니다만 이러한 방법만 있는 것은 아닙니다. 기업에 어필할 수 있는 가장 좋은 스펙은 바로 경력입니다. 업무에 곧바로 투입할 수 있는 스펙 말이죠. 여기서 제가 제안하고자 하는 것이 있는데 남들이 잘 가지 않는 중소기업에 가서 실력을 쌓아 보십시오. 중소기업에 입사하는 것이 절대로 뒤처지는 것이 아닙니다. 다른 규모가 큰 기업에 입사하기 전 중소기업에 입사하여 원하는 직무의 스펙을 쌓은 뒤에 원하는 기업에 경력직으로 지원한다면 해당 기업에 먼저 입사한 직원들을 추월할 수 있습니다. 예를 들어 원하는 기업에 입사하여 2~3년간 주임으로 근무를 하는 것보다 다른 기업에서 업무를 보다가 원하는 기업에 경력직으로 입사하여 대리 직급을 받게 된다면 일종의 역전이 되는 셈이죠.
1248602593,(주)빅솔론,실무적인 능력을 쌓기에는 중소기업이 더 좋은가요?,"네 그렇습니다. 아무래도 직접 현장에 투입되고 보고 겪는 것이 있으므로 실무적인 능력에 대해서는 중소기업에서 배우기가 더 쉽습니다. 중소기업은 인력이 부족하기 때문에 1인이 담당해야 하는 업무 분야가 더 넓습니다. 혼자서 품질을 관리와 회계 업무를 동시에 보기도 합니다. 이 경험은 나중에 다른 기업으로 이직할 때 아주 좋은 스펙이 됩니다.
우리 회사가 부품을 조달 받는 기업들이 모두 제조업을 중심으로 하는 중소기업들입니다. 이 중소기업들도 인력난이 상당한데 그러다 보니 중소기업에 근무하는 직원들의 연령대가 최소 40대인 경우도 많습니다. 그런데 재미있는 것은 이러한 기업들의 초봉이 우리 기업보다 높습니다. 이런 기업에서 기술을 조금만 배운다면 연봉 4~5,000만 원까지 받기도 합니다."
1248602593,(주)빅솔론,마지막으로 취업을 준비하는 청년들에게 전하고 싶은 말이 있나요?,취업시장을 잘 분석해보아야 합니다. 기업별로 포트폴리오를 만들어보고 자신의 강점을 분석하고 원하는 직무를 정한 뒤 스펙을 쌓아야 합니다. 남들 다 하는 스펙을 쌓는 것보다 이러한 방법이 더욱 빠를 수 있습니다. 지름길이 있습니다. 단지 사람들이 모를 뿐입니다. 이는 상당히 상식적이지만 잘 알려지지 않은 것 같아 안타까울 따름입니다.
1248602593,(주)빅솔론,,동 탐방기는 청년친화강소기업 서포터즈가 기업 방문 후 작성한 내용입니다.
1248604801,(주)팜크로스,1. 회사의 주력 분야 등 간단한 회사 소개를 해주실 수 있나요?,"㈜팜크로스는 바이오 분사로서 건강기능 식품 분야를 전문적으로 진행하고 있습니다. 주로 OEM 방식으로 유통을 진행하고 있습니다. 여기서 OEM 방식이란 ‘주문위탁생산’ 또는 ‘주문자상표부착생산’을 뜻합니다. 회사는 2003년 경기도 화성시에서 최초로 설립하였으며, 2013년도에 강원도 춘천으로 자사 공장을 이전하였습니다. 매출의 경우는 연 30% 이상씩 꾸준히 성장하고 있으며, 직원도 14명으로 시작하여 현재는 64명이 같이 종사하고 있습니다."
